City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes,Country,Currency_Brazilian Real(R$),Currency_Dollar($),Currency_Emirati Diram(AED),Currency_Indian Rupees(Rs.),Currency_Indonesian Rupiah(IDR),Currency_NewZealand($),Currency_Pounds(£),Currency_Qatari Rial(QR),Currency_Rand(R),Currency_Sri Lankan Rupee(LKR),Currency_Turkish Lira(TL)
0.00020940215684221548,121.027535,14.565443,0.00010470107842110774,1100,Yes,No,No,3,4.8,314,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00020940215684221548,121.014101,14.553708,0.0017799183331588316,1200,Yes,No,No,3,4.5,591,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00041880431368443097,121.056831,14.581404,0.00010470107842110774,4000,Yes,No,No,4,4.4,270,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00041880431368443097,121.056475,14.585318,0.0018846194115799393,1500,No,No,No,4,4.9,365,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00041880431368443097,121.057508,14.58445,0.00031410323526332324,1500,Yes,No,No,4,4.8,229,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00041880431368443097,121.056314,14.583764,0.03706418176107214,1000,No,No,No,3,4.4,336,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00031410323526332324,120.9796667,14.53133333,0.00020940215684221548,2000,Yes,No,No,4,4.0,520,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00031410323526332324,120.9793333,14.54,0.00010470107842110774,2000,Yes,No,No,4,4.2,677,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00031410323526332324,120.98009,14.55299,0.00010470107842110774,6000,Yes,No,No,4,4.9,621,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00031410323526332324,121.056532,14.572041,0.00031410323526332324,1100,Yes,No,No,3,4.8,532,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00031410323526332324,121.057916,14.567689,0.00020940215684221548,800,No,No,No,3,4.9,1070,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00031410323526332324,121.06082,14.570849,0.00010470107842110774,900,Yes,No,No,3,4.2,488,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00010470107842110774,121.075419,14.649503,0.00020940215684221548,800,No,No,No,3,4.8,294,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00020940215684221548,121.0335917,14.59345,0.00031410323526332324,1000,Yes,No,No,3,4.2,458,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00020940215684221548,121.03811,14.59889,0.0006282064705266465,700,No,No,No,3,4.3,223,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00020940215684221548,121.05704,14.237082,0.00010470107842110774,800,No,No,No,3,3.6,29,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00020940215684221548,121.0565874,14.23767897,0.002512825882106586,850,No,No,No,3,4.0,72,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00010470107842110774,120.951589,14.101834,0.00031410323526332324,1200,Yes,No,No,3,4.5,211,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00041880431368443097,121.045878,14.55436,0.00010470107842110774,600,No,No,No,2,4.5,118,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00041880431368443097,121.04622,14.549337,0.00010470107842110774,1500,Yes,No,No,4,4.4,392,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00041880431368443097,121.053725,14.545858,0.00010470107842110774,3000,Yes,No,No,4,4.7,535,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.00041880431368443097,121.0534998,14.54565535,0.00010470107842110774,1800,Yes,No,No,4,4.5,618,Phillipines,0,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-47.88178889,-15.76414167,0.00010470107842110774,55,No,No,No,2,3.0,6,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-47.88266667,-15.7775,0.03130562244791121,30,No,No,No,1,3.8,9,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-47.88213611,-15.75747222,0.022824835095801486,45,No,No,No,2,3.7,11,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-47.88816667,-15.75883333,0.0009423097057899697,60,No,No,No,3,3.8,11,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-47.91566667,-15.83116667,0.0055491571563187105,50,No,No,No,2,3.2,11,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-47.91566667,-15.831,0.0017799183331588316,80,No,No,No,3,3.1,10,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-47.9075,-15.82,0.00010470107842110774,90,No,No,No,3,3.7,8,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-47.91016667,-15.82733333,0.0017799183331588316,200,No,No,No,4,3.7,5,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-47.92366667,-15.83133333,0.005653858234739818,150,No,No,No,4,4.1,12,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-48.019,-15.83716667,0.0055491571563187105,100,No,No,No,4,3.1,9,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-48.01909167,-15.839775,0.00020940215684221548,60,No,No,No,3,3.6,9,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-48.01666667,-15.83483333,0.00010470107842110774,100,No,No,No,4,4.3,29,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-47.889,-15.7865,0.0006282064705266465,230,No,No,No,4,4.2,17,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-47.872359,-15.860621,0.00010470107842110774,100,No,No,No,4,3.6,5,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-47.95628333,-15.83451389,0.00010470107842110774,150,No,No,No,4,4.0,10,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-47.87283333,-15.82566667,0.0014658150978955084,240,No,No,No,4,3.2,6,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-47.8685,-15.819,0.0006282064705266465,230,No,No,No,4,4.9,30,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-47.885812,-15.720118,0.005653858234739818,350,No,No,No,4,3.3,8,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-47.92102778,-15.79753056,0.0013611140194744007,50,No,No,No,2,3.6,9,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-43.377,-23.0115,0.00010470107842110774,140,No,No,No,4,4.0,7,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-43.178826,-22.905293,0.00031410323526332324,100,No,No,No,4,4.8,29,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-43.18669167,-22.97207222,0.00020940215684221548,60,No,No,No,3,4.7,24,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-43.17583333,-22.96216667,0.00010470107842110774,90,No,No,No,3,4.5,29,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-43.176,-22.96516667,0.0009423097057899697,170,No,No,No,4,4.2,11,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-43.191,-22.98683333,0.0006282064705266465,60,No,No,No,3,4.8,19,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-43.227042,-22.973507,0.00041880431368443097,100,No,No,No,4,4.9,40,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-43.211425,-22.98520833,0.00010470107842110774,90,No,No,No,3,4.6,21,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-43.203,-22.98533333,0.00041880431368443097,120,No,No,No,4,4.9,49,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-43.20520833,-22.98531944,0.0009423097057899697,170,No,No,No,4,4.6,21,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-43.219563,-22.966647,0.0009423097057899697,90,No,No,No,3,4.3,14,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-43.34879167,-22.99991111,0.005653858234739818,150,No,No,No,4,4.0,5,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-43.227,-22.98416667,0.0017799183331588316,250,No,No,No,4,4.6,25,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-43.22566667,-22.98516667,0.00010470107842110774,120,No,No,No,4,4.4,13,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-43.17279167,-22.963925,0.0009423097057899697,40,No,No,No,2,4.2,7,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-43.17126389,-22.96337222,0.00010470107842110774,250,No,No,No,4,4.2,8,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-43.18736944,-22.92481389,0.0009423097057899697,300,No,No,No,4,4.7,44,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-43.21551111,-22.91370833,0.00041880431368443097,85,No,No,No,3,4.6,24,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-43.16266667,-22.94783333,0.00041880431368443097,80,No,No,No,3,4.3,10,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-46.64516667,-23.55066667,0.002512825882106586,250,No,No,No,4,4.5,49,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-46.64633333,-23.559,0.00010470107842110774,250,No,No,No,4,4.4,17,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-46.65866667,-23.55616667,0.0018846194115799393,70,No,No,No,3,3.1,5,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-46.657523,-23.55671,0.0009423097057899697,100,No,No,No,4,4.1,15,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-46.666851,-23.581688,0.00010470107842110774,300,No,No,No,4,4.8,59,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-46.67511,-23.582135,0.00010470107842110774,120,No,No,No,4,4.6,30,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-46.683888,-23.585324,0.00010470107842110774,75,No,No,No,3,3.9,5,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-46.666041,-23.561568,0.0007329075489477542,200,No,No,No,4,3.4,73,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-46.657418,-23.571638,0.00020940215684221548,120,No,No,No,4,3.5,9,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-46.66983333,-23.5655,0.00010470107842110774,300,No,No,No,4,4.3,39,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-46.67133333,-23.59233333,0.00041880431368443097,230,No,No,No,4,3.9,12,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-46.68133333,-23.56483333,0.00010470107842110774,120,No,No,No,4,4.3,68,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-46.64159444,-23.54664167,0.00010470107842110774,150,No,No,No,4,4.3,46,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-46.643425,-23.545163,0.005653858234739818,400,No,No,No,4,4.4,37,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-46.581672,-23.486535,0.00010470107842110774,100,No,No,No,4,4.4,22,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-46.63566667,-23.58516667,0.00010470107842110774,70,No,No,No,3,4.6,58,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-46.746958,-23.609207,0.00031410323526332324,120,No,No,No,4,4.1,11,Brazil,1,0,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-84.221535,31.610387,0.00020940215684221548,25,No,No,No,2,3.3,35,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-84.207095,31.608743,0.00020940215684221548,10,No,No,No,1,3.3,25,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-84.154,31.5772,0.0009423097057899697,0,No,No,No,1,3.4,34,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-84.2194,31.6158,0.0037692388231598786,0,No,No,No,1,3.4,45,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-84.206944,31.622412,0.00020940215684221548,10,No,No,No,1,3.4,26,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-84.1759,31.5882,0.0009423097057899697,0,No,No,No,1,3.4,36,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-84.2193,31.616,0.03706418176107214,10,No,No,No,1,3.5,67,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-84.2091458,31.6155186,0.00010470107842110774,10,No,No,No,1,3.9,141,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-84.205718,31.604905,0.00010470107842110774,25,No,No,No,2,3.7,147,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-84.223278,31.612121,0.00010470107842110774,70,No,No,No,4,3.5,51,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-84.2191,31.6156,0.00010470107842110774,25,No,No,No,2,3.6,88,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-84.212,31.6104,0.03706418176107214,10,No,No,No,1,3.8,153,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-84.1534,31.5751,0.0009423097057899697,10,No,No,No,1,3.9,160,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-84.2228,31.6077,0.00041880431368443097,25,No,No,No,2,3.5,57,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-84.2229,31.6185,0.00031410323526332324,25,No,No,No,2,3.5,58,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-84.2164,31.6137,0.0008376086273688619,40,No,No,No,3,3.6,115,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-84.2233,31.6118,0.0008376086273688619,40,No,No,No,3,3.5,51,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-84.205025,31.605882,0.00010470107842110774,40,No,No,No,3,3.8,250,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-84.1757,31.5985,0.002512825882106586,10,No,No,No,1,3.7,117,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-83.8389,31.5308,0.00010470107842110774,10,No,No,No,1,3.4,20,United States,0,1,0,0,0,0,0,0,0,0,0
0.00010470107842110774,151.6688792,-30.5147169,0.00010470107842110774,20,No,No,No,2,3.5,25,Australia,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-83.378273,33.957999,0.00010470107842110774,40,No,No,No,3,4.5,1821,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-83.3654,33.9535,0.00041880431368443097,10,No,No,No,1,4.5,849,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-83.4293,33.9652,0.0037692388231598786,10,No,No,No,1,4.6,917,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-83.3389,33.9259,0.00031410323526332324,10,No,No,No,1,3.9,439,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-83.375523,33.958198,0.00010470107842110774,10,No,No,No,1,3.7,289,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-83.384004,33.959392,0.00020940215684221548,10,No,No,No,1,4.3,558,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-83.3797,33.9584,0.00041880431368443097,10,No,No,No,1,4.2,613,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-83.373596,33.958112,0.00031410323526332324,25,No,No,No,2,4.0,353,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-83.33995,33.924275,0.00031410323526332324,25,No,No,No,2,4.1,387,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-83.3872482,33.9415545,0.00324573343105434,40,No,No,No,3,4.3,755,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-83.381625,33.960112,0.00010470107842110774,10,No,No,No,1,4.2,800,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-83.400887,33.963296,0.00010470107842110774,10,No,No,No,1,4.1,350,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-83.4075,33.9584,0.005653858234739818,40,No,No,No,3,4.1,464,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-83.379251,33.957503,0.00010470107842110774,25,No,No,No,2,4.2,550,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-83.383605,33.960571,0.00010470107842110774,10,No,No,No,1,4.1,543,United States,0,1,0,0,0,0,0,0,0,0,0
0.0020940215684221546,-83.37967,33.959468,0.00010470107842110774,40,No,No,No,3,4.1,465,United States,0,1,0,0,0,0,0,0,0,0,0
